road,chainage,lrp,lat,lon,gap,type,name,length,id,model_type
N1,129.377,LRP132,23.1382219,91.3263049,,KmPost,Km post missing,579.0000000000146,295,link
N1,129.479,LRP132a,23.1374163,91.3264716,,Culvert,Box culvert,102.0,296,link
N1,130.377,LRP133,23.1295827,91.3284993,,KmPost,Km post missing,898.0,297,link
N1,130.447,LRP133a,23.1290827,91.3287216,,Culvert,Box culvert,69.99999999998545,298,link
N1,131.122,LRP133b,23.1234993,91.3311382,,Culvert,Box culvert,675.0,299,link
N1,131.377,LRP134,23.1213327,91.3320549,,KmPost,Km post missing,255.0,300,link
N1,131.625,LRP134a,23.1193049,91.3329993,,Culvert,Box culvert,248.0,301,link
N1,131.653,LRP135,23.1191382,91.3330827,,KmPost,"Ctg 127 km,Feni 16 km",28.0,302,link
N1,132.653,LRP136,23.1113611,91.3378052,,KmPost,Km post missing,1000.0,303,link
N1,132.728,LRP136a,23.1108056,91.3381386,,Culvert,Box culvert,75.0,304,link
N1,133.448,LRP136b,23.1051111,91.3413608,,Culvert,Box culvert,720.0,305,link
N1,133.653,LRP137,23.1035,91.3422497,,KmPost,Km post missing,205.0,306,link
N1,134.021,LRP137a,23.1005833,91.3437774,,Culvert,Box culvert,368.0,307,link
N1,134.571,LRP137b,23.0961941,91.3461108,,Culvert,Box culvert,550.0,308,link
N1,134.653,LRP138,23.095583,91.3464441,,KmPost,Km post missing,82.0,309,link
N1,135.341,LRP138a,23.0901108,91.3494163,,Culvert,Box culvert,688.0,310,link
N1,135.653,LRP139,23.0876108,91.3508889,,KmPost,Km post missing,312.0,311,link
N1,135.998,LRP139a,23.0849719,91.3524722,,Culvert,Box culvertt,345.0,312,link
N1,136.525,LRP139b,23.0808049,91.3548611,BS,Bridge,Bridge start,527.0,313,bridge
N1,136.542,LRP139c,23.0806938,91.3549444,BE,Bridge,Bridge end,17.0,314,link
N1,136.735,LRP140,23.0792493,91.3558333,,KmPost,Ctg 122 km,193.0,315,link
N1,137.501,LRP140a,23.0732493,91.3594167,,Culvert,Box culvert,766.0,316,link
N1,137.735,LRP141,23.0712493,91.3599722,,KmPost,Km post missing,234.0,317,link
N1,138.01,LRP141a,23.0688604,91.3607222,,Others / Others,Start of Feni road Division / Start of Feni road Division,275.0,318,link
N1,138.621,LRP141b,23.0636944,91.3616389,,Culvert,Box Culvert,611.0,319,link
N1,138.639,LRP142,23.0635278,91.3616389,,KmPost,Ctg 103 km,18.0,320,link
N1,138.869,LRP142a,23.0614722,91.3616667,,"SideRoad,Right",Road to Karerhat (Z1031),230.0,321,link
N1,139.751,LRP143,23.0538611,91.3637222,,KmPost,Ctg 102 km,882.0,322,link
N1,140.251,LRP143a,23.0479441,91.3651389,,CrossRoad,Z1031,500.0,323,link
N1,140.772,LRP144,23.0449719,91.3653611,,KmPost,Ctg 101 km,521.0,324,link
N1,140.968,LRP144a,23.0427774,91.3654444,,Culvert,Box culvert,196.0,325,link
N1,141.304,LRP144b,23.0398052,91.3656111,,RailRoadCrossing,Rail Road Crossing,336.0,326,link
N1,141.772,LRP145,23.0360274,91.36575,,KmPost,Km post missing,468.0,327,link
N1,142.507,LRP145a,23.029416,91.3656389,,Culvert,Box culvert,735.0,328,link
N1,142.794,LRP146,23.0269716,91.3655,,KmPost,"Ctg 99 km,Feni 3 km",287.0,329,link
N1,143.034,LRP146a,23.0248327,91.3655278,,"SideRoad,Right",Road to Biroli (Z1030),240.0,330,link
N1,143.795,LRP147,23.0193604,91.3697771,,KmPost,"Ctg 98 km,Feni 2 km",761.0,331,link
N1,143.946,LRP147a,23.0185271,91.3708327,,Culvert,Box culvert,151.0,332,link
N1,144.67,LRP147b,23.0140833,91.3759716,,Culvert,Box culvert,724.0,333,link
N1,144.795,LRP148,23.0132778,91.3769438,,KmPost,Km post missing,125.0,334,link
N1,145.409,LRP148a,23.0095556,91.3813604,,CrossRoad / KmPost,Intersection with N104 / Km post missing,614.0,335,link
N1,146.816,LRP150,23.0018889,91.3920552,,KmPost,Ctg 95 km,1407.0,336,link
N1,147.816,LRP151,22.9963886,91.3998052,,KmPost,Km post missing,1000.0,337,link
N1,147.901,LRP151a,22.9961941,91.4005,BS,Bridge,Bridge start,85.0,338,bridge
N1,147.924,LRP151b,22.9960552,91.4006667,BE,Bridge,Bridge end,23.0,339,link
N1,148.841,LRP152,22.9906941,91.4072222,,KmPost,"Ctg 93 km,Lalpole 1 km",917.0,340,link
N1,149.289,LRP152a,22.9877774,91.41,,"SideRoad,Left",Road to Feni Town (Z1034),448.0,341,link
N1,149.585,LRP152b,22.9858886,91.4120556,,"SideRoad,Right",Road to Sonagazi (Z1034),296.0,342,link
N1,149.841,LRP153,22.9842219,91.4137222,,KmPost,Ctg 91 km,256.0,343,link
N1,150.892,LRP154,22.9774438,91.4205827,,KmPost,Ctg 91 km,1051.0,344,link
N1,151.892,LRP155,22.9711382,91.4273882,,KmPost,Km post missing,1000.0,345,link
N1,152.892,LRP156,22.9663333,91.4356108,,KmPost,Km post missing,1000.0,346,link
N1,153.672,LRP156a,22.9624167,91.4416941,BS,Bridge,Bridge start,780.0,347,bridge
N1,153.781,LRP156b,22.9618056,91.4424997,BE,Bridge,Bridge end,109.0,348,link
N1,153.892,LRP157,22.9611667,91.4433886,,KmPost,Km post missing,111.0,349,link
N1,154.935,LRP158,22.9561389,91.4517778,,KmPost,Ctg 87 km,1043.0,350,link
N1,155.935,LRP159,22.9514444,91.4600278,,KmPost,Km post missing,1000.0,351,link
N1,156.947,LRP160,22.9479997,91.4689993,,KmPost,"Ctg 85 km,Bairyahat 10 km",1012.0,352,link
N1,157.685,LRP160a,22.9483608,91.4761382,,"SideRoad,Left",Road to Mounshirhat (Z1081),738.0,353,link
N1,157.947,LRP161,22.9484997,91.4786938,,KmPost,Km post missing,262.0,354,link
N1,158.955,LRP162,22.9497497,91.4883608,,KmPost,Ctg 83 km,1008.0,355,link
N1,159.955,LRP163,22.9497774,91.4980274,,KmPost,Km post missing,1000.0,356,link
N1,160.243,LRP163a,22.9496663,91.5007778,BS,Bridge,Bridge start,288.0,357,bridge
N1,160.454,LRP163b,22.949583,91.5027778,BE,Bridge,Bridge end,211.0,358,link
N1,160.963,LRP164,22.9482774,91.50725,,KmPost,Ctg 81 kkm,509.0,359,link
N1,161.582,LRP164a,22.9439441,91.5108611,,"SideRoad,Left",Road to Chhagalnaiya (Z1032),619.0,360,link
N1,161.963,LRP165,22.940833,91.5124444,,KmPost,Km post missing,381.0,361,link
N1,162.963,LRP166,22.9329716,91.5172216,,KmPost,Km post missing,1000.0,362,link
N1,163.963,LRP167,22.9248882,91.5213327,,KmPost,Km post missing,1000.0,363,link
N1,164.963,LRP168,22.9167216,91.5253882,,KmPost,Km post missing,1000.0,364,link
N1,165.097,LRP168a,22.9156667,91.5259438,BS,Bridge,Bridge start,134.0,365,bridge
N1,165.325,LRP168b,22.9138056,91.5268604,BE,Bridge / Bridge,Bridge end/Start of Chittagong Road Division / Bridge end/Start of Chittagong Road Division,228.0,366,link
N1,165.963,LRP169,22.9085833,91.5294993,,KmPost,Km post missing,638.0,367,link
N1,166.427,LRP169a,22.9046667,91.5314438,,Culvert,Box culvert,464.0,368,link
N1,166.963,LRP170,22.9003333,91.5333608,,KmPost,Km post missing,536.0,369,link
N1,167.046,LRP170a,22.8994441,91.5336108,,Others,End of Bituminous Pavment,83.0,370,link
N1,167.683,LRP170b,22.8939997,91.5346941,,"SideRoad,Left",Road to Karerhat (R151),637.0,371,link
N1,167.796,LRP170c,22.8929719,91.5350274,,Others,Start of Bituminious Pavement,113.0,372,link
N1,167.9,LRP170d,22.8921663,91.5353052,,Culvert,Box culvert,104.0,373,link
N1,167.963,LRP171,22.8916386,91.5354719,,KmPost,Km post missing,63.0,374,link
N1,168.963,LRP172,22.8829993,91.5381663,,KmPost / Culvert,Km post missing / Box culvert,1000.0,375,link
N1,169.878,LRP172b,22.875166,91.5407219,,Culvert,Box culvert,915.0,376,link
N1,169.963,LRP173,22.8744438,91.5409719,,KmPost,Km post missing,85.0,377,link
N1,170.125,LRP173a,22.8731382,91.5414441,,Culvert,Box culvert,162.0,378,link
N1,170.681,LRP173b,22.868416,91.5431663,,Culvert,Box culvert,556.0,379,link
N1,170.963,LRP174,22.8661111,91.5439997,,KmPost,Km post missing,282.0,380,link
N1,171.539,LRP174a,22.861117723107572,91.54512584501992,,Culvert,Box culvert,576.0,381,link
N1,171.716,LRP174b,22.8595833,91.5454719,,Culvert,Box culvert,177.0,382,link
N1,171.963,LRP175,22.8575556,91.5456386,,KmPost,Km post missing,247.0,383,link
N1,172.128,LRP175a,22.856,91.5457219,,Culvert,Box culvert,165.0,384,link
N1,172.241,LRP175b,22.8550556,91.545833,,Culvert,Box culvert,113.0,385,link
N1,172.963,LRP176,22.8486663,91.5463608,,KmPost,Km post missing,722.0,386,link
N1,172.98,LRP176a,22.8485274,91.5463886,BS,Bridge,Bridge start,17.0,387,bridge
N1,172.99,LRP176b,22.8484441,91.5464163,BE,Bridge,Bridge end,10.0,388,link
N1,173.37,LRP176c,22.8452219,91.5475274,,Culvert,Box culvert,380.0,389,link
N1,173.61,LRP176d,22.8432497,91.5482219,,Culvert,Box culvert,240.0,390,link
N1,173.963,LRP177,22.8401941,91.5490552,,KmPost,Km post missing,353.0,391,link
N1,174.277,LRP177a,22.8372497,91.5492497,,Culvert,Pipe culvert,314.0,392,link
N1,174.963,LRP178,22.8313882,91.5503611,,KmPost,Km post missing,686.0,393,link
N1,175.835,LRP178a,22.8239438,91.5528333,,Culvert,Box culvert,872.0,394,link
N1,175.963,LRP179,22.8228049,91.5531389,,KmPost,Km post missing,128.0,395,link
N1,176.963,LRP180,22.8141389,91.5555833,,KmPost,Km post missing,1000.0,396,link
N1,177.303,LRP180a,22.8110556,91.5563889,,Culvert,Box culvert,340.0,397,link
N1,177.709,LRP180b,22.808,91.5579167,,Culvert,Box culvert,406.0,398,link
N1,177.961,LRP180c,22.8059722,91.5589167,,Culvert,Box culvert,252.0,399,link
N1,177.963,LRP181,22.8059444,91.5589167,,KmPost,Km post missing,2.0,400,link
N1,178.118,LRP181a,22.8045833,91.5591111,,Culvert,Box culvert,155.0,401,link
N1,178.963,LRP182,22.7974719,91.5613611,,KmPost,Km post missing,845.0,402,link
N1,179.456,LRP182a,22.7934163,91.5633333,,Culvert,Box Culvert,493.0,403,link
N1,179.928,LRP182b,22.7896108,91.5654444,,Culvert,Box culvert,472.0,404,link
N1,179.963,LRP183,22.7893608,91.5655833,,KmPost,Km post missing,35.0,405,link
N1,180.957,LRP183a,22.7813327,91.5695271,,Bridge,Bridge start,994.0,406,link
N1,180.963,LRP184,22.7812216,91.5695827,,KmPost,Km post missing,6.0,407,link
N1,180.978,LRP184a,22.7811382,91.5696382,,Bridge,Bridge end,15.0,408,link
N1,181.464,LRP184b,22.7771104,91.5713327,,"SideRoad,Left",Road to Narayanhat (Z1021),486.0,409,link
N1,181.939,LRP184c,22.7732771,91.5733604,,Culvert,Box culvert,475.0,410,link
N1,181.963,LRP185,22.7730271,91.5734716,,KmPost,Km post missing,24.0,411,link
N1,182.432,LRP185a,22.7693604,91.5756104,,Culvert,Box culvert,469.0,412,link
N1,182.434,LRP185b,22.7661944,91.5779993,,Culvert,Box culvert,2.0,413,link
N1,182.963,LRP186,22.7654722,91.5785549,,KmPost,Km post missing,529.0,414,link
N1,183.416,LRP186a,22.7621944,91.5811382,,Culvert,Box culvert,453.0,415,link
N1,183.963,LRP187,22.7585278,91.5845274,,KmPost,Km post missing,547.0,416,link
N1,184.783,LRP187a,22.7526389,91.5893608,BS,Bridge,Bridge start,820.0,417,bridge
N1,184.806,LRP187b,22.7525,91.5894719,BE,Bridge,Bridge end,23.0,418,link
N1,184.963,LRP188,22.7513333,91.5903608,,KmPost,Km post missing,157.0,419,link
N1,185.195,LRP188a,22.7496386,91.5916386,,Culvert,Box culvert,232.0,420,link
N1,185.963,LRP189,22.7435552,91.5949163,,KmPost,Km post missing,768.0,421,link
N1,185.995,LRP189a,22.7433052,91.5950274,,Culvert,Box culvert,32.0,422,link
N1,186.963,LRP190,22.7349997,91.5979441,,KmPost,Km post missing,968.0,423,link
N1,186.975,LRP190a,22.7349163,91.5979719,,Culvert,Box culvert,12.0,424,link
N1,187.963,LRP191,22.7263882,91.6007778,,KmPost,Km post missing,988.0,425,link
N1,188.502,LRP191a,22.7221104,91.6030833,,Culvert,Box culvert,539.0,426,link
N1,188.963,LRP192,22.7185549,91.6053056,,KmPost,Km post missing,461.0,427,link
N1,189.223,LRP192a,22.7165556,91.6065556,,Culvert,Box culvert,260.0,428,link
N1,189.298,LRP192b,22.716,91.6069167,,Culvert,Box culvert,75.0,429,link
N1,189.513,LRP193,22.7143889,91.6079444,,KmPost,"Ctg 52 km,Sitakhada 12 km",215.0,430,link
N1,189.769,LRP193a,22.7124167,91.6090556,,Culvert,Box culvert,256.0,431,link
N1,190.376,LRP193b,22.7076111,91.6118056,,Culvert,Box Culvert,607.0,432,link
N1,190.513,LRP194,22.7065556,91.6123611,,KmPost,Km post missing,137.0,433,link
N1,190.581,LRP194a,22.706,91.6126944,,Culvert,Box culvert,68.0,434,link
N1,190.923,LRP194b,22.7033056,91.6142222,,Culvert,Box culvert,342.0,435,link
N1,191.304,LRP194c,22.7002222,91.6157778,,Culvert,Box culvert,381.0,436,link
N1,191.524,LRP195,22.6984997,91.616666,,KmPost,"Ctg 50 km,Sitakanda 10 km",220.0,437,link
N1,192.308,LRP195a,22.6919719,91.6198604,,Culvert,Box culvert,784.0,438,link
N1,192.524,LRP196,22.6904163,91.6205271,,KmPost,Km post missing,216.0,439,link
N1,192.622,LRP196a,22.689583,91.6208327,,Culvert,Box culvert,98.0,440,link
N1,193.166,LRP196b,22.685083,91.6228327,,Culvert,Box culvert,544.0,441,link
N1,193.483,LRP197,22.6825549,91.6241938,,KmPost,"Ctg 48 km,Sitakanda 8 km",317.0,442,link
N1,194.153,LRP197a,22.6769438,91.6268327,,Culvert,Box culvert,670.0,443,link
N1,194.384,LRP197b,22.6751382,91.6274438,,Culvert,Box culvert,231.0,444,link
N1,194.483,LRP198,22.6743049,91.6277493,,KmPost,Km post missing,99.0,445,link
N1,194.603,LRP198a,22.6733049,91.6280827,,"SideRoad,Left",Road to Haidchokia (Z1086),120.0,446,link
N1,194.734,LRP198b,22.6722493,91.6285271,,Culvert,Box culvert,131.0,447,link
N1,195.24,LRP198c,22.6678604,91.6301104,,Culvert,Box culvert,506.0,448,link
N1,195.61,LRP199,22.6649167,91.6315549,,KmPost,"Ctg 46 km,Sitakanda 6 km",370.0,449,link
N1,195.748,LRP199a,22.6638333,91.6321382,,Culvert,Box culvert,138.0,450,link
N1,196.288,LRP199b,22.6596667,91.6347219,,Culvert,Box culvert,540.0,451,link
N1,196.61,LRP200,22.6571389,91.636333,,KmPost,Km post missing,322.0,452,link
N1,196.967,LRP200a,22.6543889,91.6381386,,Culvert,Box culvert,357.0,453,link
N1,197.176,LRP200b,22.6527778,91.6391663,,Culvert,Box culvert,209.0,454,link
N1,197.587,LRP201,22.6494997,91.640833,,KmPost,"Ctg 44 km,Sitakanda 4 km",411.0,455,link
N1,197.654,LRP201a,22.6489997,91.6411108,,Culvert,Box culvert,67.0,456,link
N1,198.117,LRP201b,22.6452774,91.6430552,,Culvert,Box culvert,463.0,457,link
N1,198.587,LRP202,22.641583,91.6451108,,KmPost,Km post missing,470.0,458,link
N1,199.561,LRP202a,22.6338608,91.6494719,,Culvert,Box culvert,974.0,459,link
N1,199.648,LRP203,22.6330827,91.649833,,KmPost,"Ctg 42 km,Sitakanda 2 km",87.0,460,link
N1,199.783,LRP203a,22.6320271,91.6503889,,Culvert,Box culvert,135.0,461,link
N1,200.565,LRP203b,22.625916,91.6541389,,Culvert,Box culvert,782.0,462,link
N1,200.648,LRP204,22.6252216,91.6545278,,KmPost,Km post missing,83.0,463,link
N1,200.867,LRP204a,22.6234716,91.6553056,,Culvert,Box culvert,219.0,464,link
N1,201.2,LRP204b,22.6206938,91.6563611,,Culvert,Box culvert,333.0,465,link
N1,201.363,LRP204c,22.6194993,91.6568889,BS,Bridge,Bridge start,163.0,466,bridge
N1,201.383,LRP204d,22.6180271,91.6578333,BE,Bridge / Culvert,Bridge end / Box culvert,20.0,467,link
N1,201.636,LRP204f,22.6175271,91.65825,,Culvert,Box culvert,253.0,468,link
N1,201.727,LRP205,22.6169716,91.65875,,KmPost,"Ctg 40 km,Sitakanda 0 km",91.0,469,link
N1,201.743,LRP205a,22.6168604,91.6588611,,Culvert,Box culvert,16.0,470,link
N1,202.355,LRP205b,22.6123889,91.6622222,,Culvert,Box culvert,612.0,471,link
N1,202.727,LRP206,22.6094444,91.6638333,,KmPost,Km post missing,372.0,472,link
N1,202.799,LRP206a,22.6088889,91.6641111,,Culvert,Box culvert,72.0,473,link
N1,203.751,LRP207,22.6015833,91.6688327,,KmPost,Ctg 38 km,952.0,474,link
N1,203.881,LRP207a,22.601,91.6692771,,Culvert,Box culvert,130.0,475,link
N1,203.996,LRP207b,22.6000556,91.6699438,,Culvert,Box culvert,115.0,476,link
N1,204.045,LRP207c,22.5994441,91.6703049,,Culvert,Box culvert,49.0,477,link
N1,204.726,LRP207d,22.5942219,91.6737771,,Culvert,Box culvert,681.0,478,link
N1,204.751,LRP208,22.5939997,91.6738327,,KmPost,Km post missing,25.0,479,link
N1,205.159,LRP208a,22.5907497,91.6754716,,Culvert,Box culvert,408.0,480,link
N1,205.916,LRP209,22.584583,91.6780827,,KmPost,Info.Missing,757.0,481,link
N1,206.033,LRP209a,22.5836663,91.6784716,BS,Bridge,Bridge start,117.0,482,bridge
N1,206.059,LRP209b,22.5834997,91.6785827,BE,Bridge,Bridge end,26.0,483,link
N1,206.402,LRP209c,22.580666,91.6799438,,"SideRoad,Left",Road to Katirhat (Z1087),343.0,484,link
N1,206.733,LRP209d,22.5779438,91.6811382,,Culvert,Box culvert,331.0,485,link
N1,206.916,LRP210,22.5763604,91.6818049,,KmPost,Km post missing,183.0,486,link
N1,207.293,LRP210a,22.5731938,91.6830827,BS,Bridge,Bridge start,377.0,487,bridge
N1,207.311,LRP210b,22.5730549,91.6831938,BE,Bridge,Bridge end,18.0,488,link
N1,207.916,LRP211,22.5679716,91.6846941,,KmPost,Km post missing,605.0,489,link
N1,208.094,LRP211a,22.5664722,91.6851663,,Culvert,Box culvert,178.0,490,link
N1,208.369,LRP211b,22.5641389,91.6859163,BS,Bridge,Bridge start,275.0,491,bridge
N1,208.383,LRP211c,22.564,91.6859441,BE,Bridge,Bridge end,14.0,492,link
N1,208.6,LRP211d,22.5624722,91.6863608,,Culvert,Box culvert,217.0,493,link
N1,208.916,LRP212,22.5594444,91.6872219,,KmPost,Km post missing,316.0,494,link
N1,209.855,LRP213,22.5514167,91.6896941,,KmPost,Ctg 32 km,939.0,495,link
N1,209.999,LRP213a,22.5503056,91.6902774,BS,Bridge,Bridge start,144.0,496,bridge
N1,210.03,LRP213b,22.5501667,91.6903886,BE,Bridge,Bridge end,31.0,497,link
N1,210.855,LRP214,22.5438886,91.6945274,,KmPost,Km post missing,825.0,498,link
N1,210.974,LRP214a,22.5428608,91.6950274,,Culvert,Box culvert,119.0,499,link
N1,211.856,LRP215,22.5354997,91.6979441,,KmPost,Ctg 30 km,882.0,500,link
N1,211.946,LRP215a,22.5347774,91.698333,,Culvert,Box culvert,90.0,501,link
N1,212.856,LRP216,22.5273049,91.7019444,,KmPost,Km post missing,910.0,502,link
N1,213.813,LRP216a,22.519416,91.7053611,BS,Bridge,Bridge start,957.0,503,bridge
N1,213.831,LRP216b,22.51926540722891,91.70540328072288,BE,Bridge,Bridge end,18.0,504,link
N1,213.896,LRP217,22.5187216,91.7055556,,KmPost,Ctg 28 km,65.0,505,link
N1,214.172,LRP217a,22.5165556,91.7065833,BS,Bridge,Bridge start,276.0,506,bridge
N1,214.217,LRP217b,22.5161667,91.70675,BE,Bridge,Bridge end,45.0,507,link
N1,214.399,LRP217c,22.5147222,91.7074444,,Culvert,Box culvert,182.0,508,link
N1,214.593,LRP217d,22.5131389,91.7080833,BS,Bridge,Bridge start,194.0,509,bridge
N1,214.634,LRP217e,22.5127778,91.7082222,BE,Bridge,Bridge end,41.0,510,link
N1,214.896,LRP218,22.5106111,91.7090833,,KmPost,Km post missing,262.0,511,link
N1,215.04,LRP218a,22.5094444,91.7096389,BS,Bridge,Bridge start,144.0,512,bridge
N1,215.052,LRP218b,22.5093611,91.7096944,BE,Bridge,Bridge end,12.0,513,link
N1,215.291,LRP218c,22.5074444,91.7105556,BS,Bridge,Bridge start,239.0,514,bridge
N1,215.309,LRP218d,22.5073056,91.7106389,BE,Bridge,Bridge end,18.0,515,link
N1,215.839,LRP218e,22.503,91.7128056,,Culvert,Box culvert,530.0,516,link
N1,215.896,LRP219,22.5025556,91.7130556,,KmPost,Km post missing,57.0,517,link
N1,216.581,LRP219a,22.4969163,91.7155556,BS,Bridge,Bridge start,685.0,518,bridge
N1,216.6,LRP219b,22.4968052,91.7156389,BE,Bridge,Bridge end,19.0,519,link
N1,216.896,LRP220,22.494583,91.7170827,,KmPost,Km post missing,296.0,520,link
N1,217.783,LRP220a,22.4869441,91.7192771,,Culvert,Box culvert,887.0,521,link
N1,217.957,LRP221,22.4854163,91.7195549,,KmPost,Ctg 24 km,174.0,522,link
N1,218.254,LRP221a,22.48280706570156,91.72005100244988,,Culvert,Box culvert,297.0,523,link
N1,218.855,LRP221b,22.4775271,91.7210549,BS,Bridge,Bridge start,601.0,524,bridge
N1,218.88,LRP221c,22.4773049,91.7211104,BE,Bridge,Bridge end,25.0,525,link
N1,218.969,LRP222,22.4765271,91.7213327,,KmPost,Info.Missing,89.0,526,link
N1,219.852,LRP222a,22.4694438,91.7250549,,Culvert,Box culvert,883.0,527,link
N1,219.988,LRP223,22.468416,91.7255827,,KmPost,Ctg 22 km,136.0,528,link
N1,220.988,LRP224,22.4603056,91.7295827,,KmPost,Km post missing,1000.0,529,link
N1,221.172,LRP224a,22.4588333,91.7303604,BS,Bridge,Bridge start,184.0,530,bridge
N1,221.198,LRP224b,22.4586389,91.7304716,BE,Bridge,Bridge end,26.0,531,link
N1,222.006,LRP225,22.451823500442476,91.7331283022124,,KmPost,Info.Missing,808.0,532,link
N1,223.006,LRP226,22.4433886,91.7364163,,KmPost,Km post missing,1000.0,533,link
N1,223.11,LRP226a,22.4424997,91.7366663,BS,Bridge,Bridge start,104.0,534,bridge
N1,223.141,LRP226b,22.4422219,91.7367497,BE,Bridge,Bridge end,31.0,535,link
N1,224.066,LRP227,22.4349719,91.7396941,,KmPost,Km post missing,925.0,536,link
N1,224.203,LRP227a,22.4333049,91.7403608,,Culvert,Box culvert,137.0,537,link
N1,224.514,LRP227b,22.4307493,91.7415274,BS,Bridge,Bridge start,311.0,538,bridge
N1,224.557,LRP227c,22.4304438,91.7417219,BE,Bridge,Bridge end,43.0,539,link
N1,225.006,LRP228,22.4269716,91.7439997,,KmPost,Km post missing,449.0,540,link
N1,226.006,LRP229,22.4198882,91.7497774,,KmPost,Km post missing,1000.0,541,link
N1,226.171,LRP229a,22.4185549,91.7504722,BS,Bridge,Bridge start,165.0,542,bridge
N1,226.209,LRP229b,22.4182771,91.7506667,BE,Bridge,Bridge end,38.0,543,link
N1,227.006,LRP230,22.4119167,91.7543611,,KmPost,Km post missing,797.0,544,link
N1,227.206,LRP230a,22.4101111,91.7544444,,Others,End of Bituminous Pavement,200.0,545,link
N1,227.412,LRP230b,22.4084167,91.7551389,,Culvert,Box culvert,206.0,546,link
N1,227.414,LRP230c,22.40839921010101,91.75514357643098,,Others,Start of Bituminous Pavement,2.0,547,link
N1,228.006,LRP231,22.4032222,91.7565278,,KmPost,Km post missing,592.0,548,link
N1,228.406,LRP231a,22.3996108,91.7573333,,"SideRoad,Right",Road to Biman Bandar (Z1016),400.0,549,link
N1,228.51,LRP231b,22.3988608,91.7576667,BS,Bridge,Bridge start,104.0,550,bridge
N1,228.517,LRP231c,22.3988052,91.7576667,BE,Bridge,Bridge end,7.0,551,link
N1,229.006,LRP232,22.3944997,91.7586944,,KmPost,Km post missing,489.0,552,link
N1,229.065,LRP232a,22.3937774,91.7588056,,"SideRoad,Right","N111, Port Connecting Road",59.0,553,link
N1,229.282,LRP232b,22.3921108,91.75925,,Culvert,Box culvert,217.0,554,link
N1,229.633,LRP232c,22.3892497,91.7605,BS,Bridge,Bridge start,351.0,555,bridge
N1,229.692,LRP232d,22.3887497,91.7607222,BE,Bridge,Bridge end,59.0,556,link
N1,230.006,LRP233,22.3861663,91.7618333,,KmPost,Km post missing,314.0,557,link
N1,230.631,LRP233a,22.3815271,91.7652222,,Culvert,Box culvert,625.0,558,link
N1,231.006,LRP234,22.379166,91.7675827,,KmPost,Km post missing,375.0,559,link
N1,231.442,LRP234a,22.3764716,91.770416,BS,Bridge,Bridge start,436.0,560,bridge
N1,231.461,LRP234b,22.3762254893617,91.77054326631206,BE,Bridge,Bridge end,19.0,561,link
N1,232.006,LRP235,22.369166,91.7741938,,KmPost,Km post missing,545.0,562,link
N1,232.561,LRP235a,22.3691382,91.777666,,Others,End of Bituminous Road,555.0,563,link
N1,232.754,LRP235b,22.3586667,91.7822771,,Others,The chittagong city area starts from Alongka cinema Hall,193.0,564,link
N1,241.063,LRP244b,22.3644444,91.8511111,,Others,Chittagong city area ends and the survey of N1 starts again,8309.0,565,link
N1,241.456,LRP245,22.3646111,91.8508333,,KmPost,Km post missing,393.0,566,link
N1,241.625,LRP245a,22.3632778,91.8514722,,Culvert,Box culvert,169.0,567,link
N1,242.456,LRP246,22.3561111,91.8531667,,KmPost,Km post missing,831.0,568,link
N1,242.527,LRP246a,22.3555,91.8530833,BS,Bridge,Bridge start,71.0,569,bridge
N1,242.541,LRP246b,22.3553889,91.8530556,BE,Bridge,Bridge end,14.0,570,link
N1,243.456,LRP247,22.3473886,91.8519444,,KmPost,Km post missing,915.0,571,link
N1,244.005,LRP247a,22.3427219,91.8531389,BS,Bridge,Bridge start,549.0,572,bridge
N1,244.049,LRP247b,22.3423608,91.8530833,BE,Bridge,Bridge end,44.0,573,link
N1,244.456,LRP248,22.3387497,91.8534722,,KmPost,Km post missing,407.0,574,link
N1,244.508,LRP248a,22.338362487628867,91.853695585567,BS,Bridge,Bridge start,52.0,575,bridge
N1,244.553,LRP248b,22.3380274,91.8538889,BE,Bridge,Bridge end,45.0,576,link
N1,244.633,LRP248c,22.3373886,91.8542778,BS,Bridge,Bridge start,80.0,577,bridge
N1,244.68,LRP248d,22.3370274,91.8545278,BE,Bridge,Bridge end,47.0,578,link
N1,245.456,LRP249,22.3314716,91.8515556,,KmPost,Km post missing,776.0,579,link
N1,245.665,LRP249a,22.3297493,91.8521111,,Bridge,Shah Amanath (Karnaphuli) Bridge,209.0,580,link
N1,246.456,LRP250,22.3228327,91.8535556,,KmPost,Km post missing,791.0,581,link
N1,246.634,LRP250a,22.3212771,91.8536111,BS,Bridge,Bridge end,178.0,582,bridge
N1,247.336,LRP250b,22.3153611,91.8553056,BE,Bridge,Bridge start,702.0,583,link
N1,247.352,LRP250c,22.3152222,91.8553333,,Bridge,Bridge end,16.0,584,link
N1,247.397,LRP251,22.3148889,91.8553889,,KmPost,"Cox,s Bazar 143 km,Patiya 16 km",45.0,585,link
N1,247.893,LRP251a,22.3108333,91.8570278,,"SideRoad,Right / SideRoad,Right",Road to BFDC Fisharies (Z1804) /Start of Dohazari Road Division. / Road to BFDC Fisharies (Z1804) /Start of Dohazari Road Division.,496.0,586,link
N1,247.923,LRP251b,22.3106111,91.8570833,,"SideRoad,Left",Road to Balakkhati (Z1065),30.0,587,link
N1,248.25,LRP251c,22.30825,91.8589722,,Culvert,Box culvert,327.0,588,link
